""	"Component"	"Collection"	"pathway"	"BG_genes"	"genes_in_pathway"	"genes_in_path_and_BG"	"genes_of_interest"	"genes_of_interest_in_pathway"	"gene_names_in_pathway"	"cont_n1"	"cont_n2"	"cont_n3"	"cont_n4"	"CI_95"	"odds_ratio"	"p_val"	"p_adj"
"19"	"gene_taxa_component_1.txt"	"C2_CP"	"KEGG_B_CELL_RECEPTOR_SIGNALING_PATHWAY"	14267	83	70	10578	59	"AKT2,AKT3,BCL10,BTK,CD19,CD22,CD72,CD79B,CD81,CHP1,CHP2,CHUK,FOS,GRB2,GSK3B,HRAS,IFITM1,IKBKB,INPP5D,JUN,KRAS,LILRB3,LYN,MAP2K1,MAP2K2,MAPK1,MAPK3,NFATC1,NFATC2,NFATC3,NFATC4,NFKB1,NFKBIA,NFKBIB,NFKBIE,NRAS,PIK3AP1,PIK3CA,PIK3CD,PIK3R1,PIK3R2,PIK3R3,PIK3R5,PLCG2,PPP3CA,PPP3CB,PPP3CC,PPP3R1,PTPN6,RAC1,RAC2,RAC3,RAF1,RASGRP3,RELA,SOS1,SYK,VAV1,VAV2"	59	10519	11	3678	"1.0665-Inf"	1.87542867474701	0.0308117172239444	0.137216407163797
"123"	"gene_taxa_component_1.txt"	"C2_CP"	"KEGG_RNA_POLYMERASE"	14267	39	24	10578	22	"POLR1A,POLR1B,POLR1C,POLR1D,POLR1E,POLR2A,POLR2B,POLR2C,POLR2D,POLR2E,POLR2G,POLR2H,POLR2I,POLR2K,POLR2L,POLR3A,POLR3C,POLR3D,POLR3F,POLR3GL,POLR3H,POLR3K"	22	10556	2	3687	"1.1065-Inf"	3.84196151084761	0.0325942772200731	0.137216407163797
"1482"	"gene_taxa_component_2.txt"	"C2_CP"	"KEGG_VIBRIO_CHOLERAE_INFECTION"	14267	67	46	10646	40	"ACTB,ACTG1,ADCY3,ADCY9,ARF1,ATP6AP1,ATP6V0A1,ATP6V0A2,ATP6V0C,ATP6V0D1,ATP6V0E1,ATP6V0E2,ATP6V1A,ATP6V1B1,ATP6V1B2,ATP6V1C1,ATP6V1C2,ATP6V1D,ATP6V1E1,ATP6V1E2,ATP6V1F,ATP6V1G1,ATP6V1H,ERO1A,KCNQ1,KDELR1,KDELR2,PLCG1,PLCG2,PRKACA,PRKACB,PRKCA,PRKX,SEC61A1,SEC61A2,SEC61G,SLC12A2,TCIRG1,TJP1,TJP2"	40	10606	6	3615	"1.0706-Inf"	2.27232576116534	0.0333097490025224	0.137216407163797
"183"	"gene_taxa_component_1.txt"	"C2_CP"	"PID_CXCR3_PATHWAY"	14267	44	40	10578	35	"ARRB1,CXCL10,CXCL11,CXCL9,GNAI1,GNAI2,GNAI3,GNAO1,GNAZ,GNB1,GNG2,HRAS,ITGAL,ITGB2,KRAS,MAP2K1,MAP2K2,MAP2K3,MAPK1,MAPK11,MAPK14,MAPK3,MAPKAP1,MLST8,MTOR,NRAS,PF4,PIK3CA,PIK3CD,PIK3R1,PIK3R2,PIK3R3,RAF1,RICTOR,SRC"	35	10543	5	3684	"1.0756-Inf"	2.44602543042442	0.0333200684968795	0.137216407163797
"3102"	"gene_taxa_component_2.txt"	"C2_CP"	"PID_WNT_NONCANONICAL_PATHWAY"	14267	32	30	10646	27	"ARRB2,CSNK1A1,DAAM1,DVL1,DVL2,DVL3,FLNA,FZD2,FZD5,FZD6,FZD7,MAP3K7,MAPK8,MAPK9,NFATC2,NLK,PPARG,PRKCZ,RAC1,RHOA,ROCK1,ROR2,SETDB1,TAB1,TAB2,WNT5A,YES1"	27	10619	3	3618	"1.0863-Inf"	3.06635043482323	0.0337927197144375	0.137216407163797
"11"	"gene_taxa_component_1.txt"	"C2_CP"	"KEGG_AMYOTROPHIC_LATERAL_SCLEROSIS_ALS"	14267	65	45	10578	39	"ALS2,APAF1,BAD,BAX,BCL2,BCL2L1,BID,CASP1,CASP3,CASP9,CAT,CCS,CHP1,CHP2,CYCS,DAXX,DERL1,GPX1,GRIN2C,GRIN2D,MAP2K3,MAP3K5,MAPK11,MAPK13,MAPK14,NEFH,NEFM,PPP3CA,PPP3CB,PPP3CC,PPP3R1,PRPH2,RAB5A,RAC1,TNFRSF1A,TNFRSF1B,TOMM40,TOMM40L,TP53"	39	10539	6	3683	"1.0683-Inf"	2.27152137574262	0.0337995365904955	0.137216407163797
"2331"	"gene_taxa_component_10.txt"	"C2_CP"	"PID_IL4_2PATHWAY"	14267	73	46	11032	41	"AKT1,BCL2L1,BCL6,CBL,CCL17,CCL26,CEBPB,COL1A1,COL1A2,EGR2,ETS1,FES,GRB2,HMGA1,IL10,IL13RA1,IL2RG,IL4R,IRS1,IRS2,JAK1,JAK3,MAPK14,MTOR,MYB,MYBL1,PARP14,PIK3CA,PIK3R1,PTPN6,SHC1,SOCS1,SOCS3,SOCS5,SP1,SPI1,STAT5A,STAT5B,STAT6,TFF3,THY1"	41	10991	5	3230	"1.0715-Inf"	2.40975216804519	0.0338029525262952	0.137216407163797
"792"	"gene_taxa_component_2.txt"	"C2_CP"	"KEGG_LONG_TERM_POTENTIATION"	14267	74	56	10646	48	"ADCY1,ADCY8,ARAF,BRAF,CALM1,CALM2,CALM3,CAMK2B,CAMK2D,CAMK2G,CHP1,CHP2,CREBBP,EP300,GNAQ,GRIN2C,GRIN2D,HRAS,ITPR1,ITPR2,ITPR3,KRAS,MAP2K1,MAPK1,MAPK3,NRAS,PLCB1,PLCB2,PLCB3,PPP1CB,PPP1CC,PPP1R12A,PPP1R1A,PPP3CA,PPP3CB,PPP3CC,PPP3R1,PRKACA,PRKACB,PRKCA,PRKX,RAF1,RAP1A,RAP1B,RPS6KA1,RPS6KA2,RPS6KA3,RPS6KA6"	48	10598	8	3613	"1.0607-Inf"	2.04550538287955	0.0338947784870626	0.137216407163797
"2951"	"gene_taxa_component_10.txt"	"C2_CP"	"PID_SYNDECAN_1_PATHWAY"	14267	55	40	11032	36	"BSG,CASK,CCL5,COL11A1,COL12A1,COL13A1,COL14A1,COL15A1,COL16A1,COL1A1,COL1A2,COL2A1,COL3A1,COL4A1,COL4A3,COL4A4,COL4A5,COL4A6,COL5A1,COL5A2,COL6A1,COL6A2,COL6A3,COL7A1,COL9A2,COL9A3,HGF,HPSE,LAMA5,MAPK3,MET,MMP1,PPIB,SDC1,SDCBP,TGFB1"	36	10996	4	3231	"1.0756-Inf"	2.64444749052908	0.0340856043273126	0.137216407163797
"2053"	"gene_taxa_component_4.txt"	"C2_CP"	"PID_FCER1_PATHWAY"	14267	62	56	10970	49	"AKT1,BTK,CBLB,CHUK,DOK1,DUSP1,FCER1A,FCER1G,FER,FOS,FYN,GRB2,HCLS1,HRAS,IKBKB,JUN,LAT2,LCP2,LYN,MAP2K1,MAP2K2,MAP2K4,MAP2K7,MAPK3,MS4A2,NFATC2,NFKB1,PAK2,PIK3CA,PLA2G1B,PLA2G4A,PLCG1,PLD2,PLPP1,PRKCB,PTK2,PTPN11,PTPN13,PXN,RAF1,RASA1,RELA,S1PR1,SHC1,SOS1,SPHK1,SYK,VAV1,WIPF1"	49	10921	7	3290	"1.0545-Inf"	2.10859998241134	0.035729448408529	0.140966070089212
"942"	"gene_taxa_component_2.txt"	"C2_CP"	"KEGG_OOCYTE_MEIOSIS"	14267	119	94	10646	78	"ADCY1,ADCY3,ADCY4,ADCY5,ADCY6,ADCY8,ADCY9,ANAPC10,ANAPC11,ANAPC13,ANAPC2,ANAPC4,ANAPC5,AR,BTRC,CALM1,CALM2,CALM3,CAMK2B,CAMK2D,CAMK2G,CCNB1,CDC16,CDC20,CDC23,CDC26,CDC27,CDK2,CHP1,CHP2,CPEB1,CUL1,ESPL1,FBXO5,FBXW11,IGF1R,ITPR1,ITPR2,ITPR3,MAD2L1,MAD2L2,MAP2K1,MAPK1,MAPK3,PGR,PPP1CB,PPP1CC,PPP2CA,PPP2CB,PPP2R1A,PPP2R5A,PPP2R5B,PPP2R5C,PPP2R5D,PPP2R5E,PPP3CA,PPP3CB,PPP3CC,PPP3R1,PRKACA,PRKACB,PRKX,PTTG1,RBX1,REC8,RPS6KA1,RPS6KA2,RPS6KA3,RPS6KA6,SKP1,SLK,SMC1A,SMC3,STAG3,YWHAB,YWHAG,YWHAQ,YWHAZ"	78	10568	16	3605	"1.0386-Inf"	1.6628536888786	0.0360745985300164	0.140966070089212
"250"	"gene_taxa_component_1.txt"	"C2_CP"	"PID_MAPK_TRK_PATHWAY"	14267	36	29	10578	26	"BRAF,CDK5R1,CREB1,EGR1,EHD4,FOS,HRAS,KRAS,MAP2K1,MAP2K3,MAP2K5,MAP3K2,MAPK1,MAPK14,MAPK3,MAPK7,MAPKAPK2,MEF2C,NRAS,PRKCD,RAF1,RAP1B,RIT1,RPS6KA1,RUSC1,SRF"	26	10552	3	3686	"1.069-Inf"	3.0273993736949	0.0366287562426065	0.140966070089212
"96"	"gene_taxa_component_1.txt"	"C2_CP"	"KEGG_P53_SIGNALING_PATHWAY"	14267	70	64	10578	54	"ADGRB1,APAF1,ATM,ATR,BAX,BBC3,BID,CASP3,CASP8,CASP9,CCNB1,CCNB2,CCND3,CCNE1,CDK1,CDK2,CDK4,CDK6,CDKN1A,CDKN2A,CHEK1,CHEK2,COP1,CYCS,DDB2,EI24,GADD45A,GADD45B,GTSE1,IGFBP3,MDM2,MDM4,PERP,PIDD1,PMAIP1,PPM1D,PTEN,RCHY1,RPRM,RRM2,RRM2B,SERPINB5,SERPINE1,SFN,SHISA5,SIAH1,STEAP3,THBS1,TNFRSF10B,TP53,TP53I3,TP73,TSC2,ZMAT3"	54	10524	10	3679	"1.0441-Inf"	1.88775922208453	0.0368127953736159	0.140966070089212
"1962"	"gene_taxa_component_2.txt"	"C2_CP"	"PID_ERBB1_DOWNSTREAM_PATHWAY"	14267	108	103	10646	85	"ABI1,ACTR2,ACTR3,AKT1,ARF4,ARPC1B,ARPC2,ARPC4,ATF1,ATF2,BAD,BAIAP2,BRAF,BRK1,CHN2,CREB1,CYFIP2,DIAPH3,DUSP6,EGF,EGFR,EGR1,ELK1,EPS8,FOS,GAB1,HRAS,IQGAP1,KRAS,KSR1,MAP2K1,MAP2K4,MAP2K5,MAP3K1,MAP3K2,MAPK1,MAPK3,MAPK8,MAPK9,MAPKAP1,MEF2C,MLST8,MTOR,NCKAP1,NRAS,PDPK1,PEBP1,PIK3CA,PIK3CB,PIK3CD,PIK3R1,PIK3R2,PLD1,PLD2,PPP2CA,PPP2R1A,PPP2R2A,PPP5C,PRKCA,PRKCD,PRKCZ,RAB5A,RAC1,RAF1,RALA,RALGDS,RICTOR,RIN1,RPS6,RPS6KA3,SH2D2A,SLC9A1,SMAD1,SOS1,SRF,STAT3,USP6NL,VAV2,WASF2,WASL,YWHAB,YWHAG,YWHAQ,YWHAZ,ZFP36"	85	10561	18	3603	"1.0327-Inf"	1.61092489290042	0.0374261549023905	0.141588104088562
"282"	"gene_taxa_component_1.txt"	"C2_CP"	"PID_RB_1PATHWAY"	14267	76	59	10578	50	"AATF,ABL1,ATF2,ATF7,BRD2,CBX4,CCNA2,CCND3,CCNE1,CDK2,CDK4,CDK6,CDKN1A,CDKN2A,CEBPA,CEBPB,CEBPD,CTBP1,DNMT1,E2F1,E2F2,E2F3,E2F4,ELF1,EP300,HDAC1,HDAC3,JUN,MAPK11,MAPK14,MDM2,MEF2C,PPARG,PPP2R3B,RAF1,RB1,RBBP4,RUNX2,SFTPD,SIRT1,SKP2,SMARCA4,SMARCB1,SPI1,SUV39H1,TAF1,TBP,TFDP1,TGFB2,UBTF"	50	10528	9	3680	"1.0413-Inf"	1.94192534585351	0.0379848878740067	0.141991128481406
"2431"	"gene_taxa_component_10.txt"	"C2_CP"	"PID_INTEGRIN1_PATHWAY"	14267	72	62	11032	54	"CD14,CD81,COL11A1,COL1A1,COL1A2,COL2A1,COL3A1,COL4A1,COL4A3,COL4A4,COL4A5,COL4A6,COL5A1,COL5A2,COL6A1,COL6A2,COL6A3,COL7A1,CSPG4,F13A1,FBN1,FGG,FN1,IGSF8,ITGA11,ITGA2,ITGA3,ITGA5,ITGA7,ITGA8,ITGA9,ITGAV,ITGB1,JAM2,LAMA1,LAMA3,LAMA4,LAMA5,LAMB1,LAMB2,LAMB3,LAMC1,LAMC2,MDK,NID1,NPNT,PLAU,SPP1,THBS1,THBS2,TNC,VCAM1,VEGFA,VTN"	54	10978	8	3227	"1.0362-Inf"	1.9840231099049	0.0395768573627999	0.145616551801158
"185"	"gene_taxa_component_1.txt"	"C2_CP"	"PID_DELTA_NP63_PATHWAY"	14267	48	39	10578	34	"ADA,ADRM1,ATM,AXL,BDKRB2,CCNB2,CDKN2A,CEBPD,COL5A1,DLX6,FASN,FBXW7,GSK3B,HBP1,HELLS,HES1,IGFBP3,ITCH,MDM2,MRE11,NOTCH1,NRG1,PERP,PPP2R5A,RAB38,RACK1,RRAD,RUNX1,SEC14L2,SFN,TCF7L1,TOP2A,WWP1,YAP1"	34	10544	5	3684	"1.0425-Inf"	2.3759205793951	0.039882240302228	0.145616551801158
"152"	"gene_taxa_component_1.txt"	"C2_CP"	"PID_ALK1_PATHWAY"	14267	33	23	10578	21	"ACVR1,ACVR2A,ACVRL1,ARRB2,BMPR2,CAV1,CSNK2B,ENG,FKBP1A,ID1,MAPK1,MAPK3,PPP1CA,SMAD1,SMAD4,SMAD5,SMAD7,SMAD9,TGFB1,TGFB3,TGFBR1"	21	10557	2	3687	"1.0512-Inf"	3.66699515137916	0.0407556449851473	0.147095086498118
"1293"	"gene_taxa_component_4.txt"	"C2_CP"	"KEGG_SPHINGOLIPID_METABOLISM"	14267	50	32	10970	29	"ACER3,ASAH1,B4GALT6,CERK,DEGS1,GALC,GBA,GLA,GLB1,KDSR,NEU1,NEU4,PLPP1,PLPP2,PLPP3,SGMS1,SGMS2,SGPL1,SGPP1,SGPP2,SMPD1,SMPD2,SMPD3,SMPD4,SPHK1,SPTLC1,SPTLC2,UGCG,UGT8"	29	10941	3	3294	"1.0372-Inf"	2.91025890085429	0.0421884705259728	0.150536133467676
"1432"	"gene_taxa_component_2.txt"	"C2_CP"	"KEGG_UBIQUITIN_MEDIATED_PROTEOLYSIS"	14267	139	129	10646	105	"ANAPC10,ANAPC11,ANAPC13,ANAPC2,ANAPC4,ANAPC5,BIRC2,BIRC3,BIRC6,BTRC,CDC16,CDC20,CDC23,CDC26,CDC27,CUL1,CUL2,CUL3,CUL4A,CUL4B,CUL5,CUL7,DDB1,DDB2,DET1,ELOB,ELOC,ERCC8,FBXO4,FBXW11,FBXW8,FZR1,HERC1,HERC2,HERC3,HERC4,HUWE1,ITCH,KEAP1,KLHL13,KLHL9,MAP3K1,MGRN1,MID1,NEDD4,NHLRC1,PIAS1,PIAS2,PIAS4,PML,PPIL2,PRKN,PRPF19,RBX1,RCHY1,RHOBTB2,SAE1,SKP1,SMURF1,SOCS3,STUB1,SYVN1,TRAF6,TRIM32,TRIM37,TRIP12,UBA1,UBA2,UBA3,UBA6,UBA7,UBE2A,UBE2B,UBE2D1,UBE2D2,UBE2D3,UBE2D4,UBE2E2,UBE2F,UBE2G1,UBE2G2,UBE2H,UBE2I,UBE2J1,UBE2J2,UBE2K,UBE2L6,UBE2M,UBE2N,UBE2O,UBE2Q1,UBE2Q2,UBE2QL1,UBE2W,UBE3A,UBE3B,UBE3C,UBE4A,UBE4B,UBOX5,UBR5,VHL,WWP1,WWP2,XIAP"	105	10541	24	3597	"1.0137-Inf"	1.49283860387118	0.0436633028383373	0.15404805720492
"1022"	"gene_taxa_component_2.txt"	"C2_CP"	"KEGG_PENTOSE_PHOSPHATE_PATHWAY"	14267	28	23	10646	21	"ALDOA,ALDOB,ALDOC,DERA,FBP1,G6PD,GPI,H6PD,PFKL,PFKM,PFKP,PGD,PGM1,PGM2,PRPS1,PRPS2,RBKS,RPE,RPIA,TALDO1,TKT"	21	10625	2	3619	"1.0252-Inf"	3.57632313017771	0.0452154655007417	0.156985986306764
"2102"	"gene_taxa_component_2.txt"	"C2_CP"	"KEGG_ACUTE_MYELOID_LEUKEMIA"	14267	59	54	10646	46	"AKT1,AKT2,ARAF,BAD,BRAF,CCNA1,CCND1,CEBPA,CHUK,EIF4EBP1,HRAS,IKBKB,IKBKG,JUP,KIT,KRAS,LEF1,MAP2K1,MAPK1,MAPK3,MTOR,MYC,NFKB1,NRAS,PIK3CA,PIK3CB,PIK3CD,PIK3R1,PIK3R2,PIK3R5,PML,PPARD,RAF1,RARA,RPS6KB1,RUNX1,SOS1,SOS2,SPI1,STAT3,STAT5A,STAT5B,TCF7,TCF7L1,TCF7L2,ZBTB16"	46	10600	8	3613	"1.0135-Inf"	1.95991008147679	0.0459206233606915	0.156985986306764
"1793"	"gene_taxa_component_4.txt"	"C2_CP"	"PID_CD8_TCR_PATHWAY"	14267	65	43	10970	38	"AKT1,B2M,BCL10,CARD11,CD3D,CD3E,CD86,CD8A,CD8B,CHUK,FYN,GRB2,HLA-A,HRAS,IKBKB,KRAS,LCK,LCP2,MAP3K14,MAP3K8,NRAS,PAG1,PLCG1,PRF1,PRKCA,PRKCB,PRKCQ,PTPN6,PTPRC,RAP1A,RASGRP2,RASSF5,SHC1,SOS1,STIM1,TRAF6,VAV1,ZAP70"	38	10932	5	3292	"1.0124-Inf"	2.28840796693545	0.0467655796461889	0.156985986306764
"22"	"gene_taxa_component_1.txt"	"C2_CP"	"KEGG_BASE_EXCISION_REPAIR"	14267	35	33	10578	29	"APEX1,FEN1,HMGB1,LIG1,LIG3,MBD4,MPG,MUTYH,NEIL3,NTHL1,OGG1,PARP1,PARP2,PARP3,PCNA,POLB,POLD1,POLD2,POLD3,POLD4,POLE,POLE2,POLE3,POLE4,POLL,SMUG1,TDG,UNG,XRCC1"	29	10549	4	3685	"1.013-Inf"	2.53261914351455	0.0469159017516118	0.156985986306764
"1100"	"gene_taxa_component_10.txt"	"C2_CP"	"KEGG_ABC_TRANSPORTERS"	14267	61	32	11032	29	"ABCA1,ABCA2,ABCA3,ABCA5,ABCA6,ABCA7,ABCA8,ABCA9,ABCB1,ABCB10,ABCB4,ABCB7,ABCB8,ABCB9,ABCC1,ABCC10,ABCC2,ABCC3,ABCC5,ABCC6,ABCC9,ABCD1,ABCD2,ABCD3,ABCD4,ABCG1,ABCG2,TAP1,TAP2"	29	11003	3	3232	"1.0119-Inf"	2.83938882423729	0.0473520028747981	0.156985986306764
"692"	"gene_taxa_component_2.txt"	"C2_CP"	"KEGG_HUNTINGTONS_DISEASE"	14267	204	155	10646	125	"AP2A1,AP2B1,AP2M1,AP2S1,APAF1,ATP5F1A,ATP5F1B,ATP5F1C,ATP5F1E,ATP5MC2,ATP5MC3,ATP5PB,ATP5PD,ATP5PF,ATP5PO,BAX,BDNF,CASP3,CASP8,CLTA,CLTB,CLTC,CLTCL1,COX4I1,COX4I2,COX5A,COX5B,COX6A2,COX6B1,COX6C,COX7A2,COX7A2L,COX7B,COX7C,CREB1,CREB3L1,CREB3L2,CREB3L4,CREBBP,CYC1,CYCS,DCTN1,DCTN2,DCTN4,DNAH1,DNAL1,EP300,GNAQ,HAP1,HDAC1,HDAC2,HIP1,HTT,IFT57,ITPR1,NDUFA10,NDUFA2,NDUFA3,NDUFA4,NDUFA4L2,NDUFA5,NDUFA6,NDUFA9,NDUFAB1,NDUFB1,NDUFB2,NDUFB3,NDUFB4,NDUFB5,NDUFB6,NDUFB7,NDUFB8,NDUFC1,NDUFS1,NDUFS2,NDUFS3,NDUFS4,NDUFS5,NDUFS6,NDUFS7,NDUFS8,NDUFV1,NDUFV2,NDUFV3,NRF1,PLCB1,PLCB2,PLCB3,POLR2A,POLR2B,POLR2C,POLR2D,POLR2E,POLR2G,POLR2H,POLR2I,POLR2K,POLR2L,PPARG,PPARGC1A,PPID,RCOR1,REST,SDHA,SDHB,SDHC,SDHD,SIN3A,SLC25A4,SLC25A5,SLC25A6,SOD1,SP1,TAF4,TAF4B,TBP,TBPL1,TFAM,UQCRB,UQCRC1,UQCRC2,UQCRFS1,VDAC1,VDAC2,VDAC3"	125	10521	30	3591	"1.0047-Inf"	1.42209085386179	0.0474957601883521	0.156985986306764
"137"	"gene_taxa_component_1.txt"	"C2_CP"	"KEGG_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY"	14267	116	76	10578	63	"AKT2,AKT3,CASP8,CCL3,CCL4,CCL5,CD40,CD86,CHUK,CTSK,CXCL10,CXCL11,CXCL8,CXCL9,FADD,FOS,IFNAR1,IKBKB,IKBKE,IRAK1,IRAK4,IRF3,IRF5,IRF7,JUN,LY96,MAP2K1,MAP2K2,MAP2K3,MAP2K7,MAP3K7,MAP3K8,MAPK1,MAPK10,MAPK11,MAPK13,MAPK14,MAPK3,MAPK8,MYD88,NFKB1,NFKBIA,PIK3CA,PIK3CD,PIK3R1,PIK3R2,PIK3R3,PIK3R5,RAC1,RELA,RIPK1,STAT1,TAB1,TBK1,TICAM1,TIRAP,TLR1,TLR2,TLR3,TLR6,TOLLIP,TRAF3,TRAF6"	63	10515	13	3676	"1.0035-Inf"	1.69422761422417	0.048706578715108	0.159311101213999
"1333"	"gene_taxa_component_4.txt"	"C2_CP"	"KEGG_SYSTEMIC_LUPUS_ERYTHEMATOSUS"	14267	264	75	10970	64	"ACTN4,C1QA,C1QB,C1QC,C1R,C1S,C2,C3,C4A,C4B,C5,C6,C7,C8G,C9,CD40,CD86,CTSG,ELANE,FCGR1A,FCGR2A,FCGR3A,FCGR3B,H2AC11,H2AC20,H2AC7,H2AC8,H2AW,H2AX,H2AZ1,H2AZ2,H2BC11,H2BC17,H2BC18,H2BC21,H2BC4,H2BC7,H2BC8,H2BC9,H2BU1,H3-3A,H3-3B,H3C4,H3C6,H4C5,H4C8,HLA-DMA,HLA-DMB,HLA-DOA,HLA-DPA1,HLA-DPB1,HLA-DQA1,HLA-DQB1,HLA-DRA,HLA-DRB1,HLA-DRB5,IL10,MACROH2A1,MACROH2A2,RO60,SNRPB,SNRPD3,SSB,TRIM21"	64	10906	11	3286	"1.0013-Inf"	1.75291683032306	0.0495238458718911	0.160314305193544
"2862"	"gene_taxa_component_2.txt"	"C2_CP"	"PID_RETINOIC_ACID_PATHWAY"	14267	37	28	10646	25	"AKT1,CCNH,CDK7,CREBBP,EP300,HDAC1,HDAC3,KAT2B,MAPK1,MAPK14,MAPK3,MAPK8,MNAT1,NCOA1,NCOA2,NCOA3,NCOR2,NRIP1,PRKACA,PRKCA,RARA,RARB,RARG,RXRB,VDR"	25	10621	3	3618	"0.99877-Inf"	2.83870065902369	0.0502745510607143	0.161083765643513
"1552"	"gene_taxa_component_2.txt"	"C2_CP"	"PID_AMB2_NEUTROPHILS_PATHWAY"	14267	55	33	10646	29	"AGER,AKT1,CCN2,FGR,FYN,HCK,HMGB1,ICAM1,ITGAM,ITGB2,JAM2,JAM3,LCK,LYN,MMP9,MST1,NFKB1,PLAT,PLAU,PLAUR,PRKCZ,RAP1A,RAP1B,RHOA,ROCK1,SELPLG,THY1,TLN1,YES1"	29	10617	4	3617	"0.98791-Inf"	2.46995296664258	0.0530389609032352	0.168224583066827
"873"	"gene_taxa_component_4.txt"	"C2_CP"	"KEGG_N_GLYCAN_BIOSYNTHESIS"	14267	47	42	10970	37	"ALG1,ALG10B,ALG12,ALG13,ALG2,ALG3,ALG5,ALG8,B4GALT1,B4GALT2,B4GALT3,DAD1,DDOST,DOLPP1,DPAGT1,DPM2,DPM3,FUT8,GANAB,MAN1A1,MAN1A2,MAN1C1,MAN2A1,MAN2A2,MGAT1,MGAT2,MGAT3,MGAT4A,MGAT4B,MGAT5,MOGS,RFT1,RPN1,RPN2,ST6GAL1,STT3A,STT3B"	37	10933	5	3292	"0.98385-Inf"	2.22798823920966	0.0545094298896931	0.16962533943935
"1812"	"gene_taxa_component_2.txt"	"C2_CP"	"PID_CERAMIDE_PATHWAY"	14267	51	43	10646	37	"AIFM1,AKT1,ASAH1,BAD,BAG4,BAX,BID,BIRC3,CASP8,CRADD,CTSD,CYCS,EGF,EIF2AK2,FADD,KSR1,MADD,MAP2K1,MAP2K4,MAP3K1,MAP4K4,MAPK1,MAPK3,MAPK8,MYC,NFKB1,PAWR,PDGFA,PRKCD,PRKCZ,PRKRA,RAF1,RIPK1,SMPD1,SMPD3,SPHK2,TNFRSF1A"	37	10609	6	3615	"0.98446-Inf"	2.10130822885429	0.0545610168260331	0.16962533943935
"1192"	"gene_taxa_component_2.txt"	"C2_CP"	"KEGG_RENAL_CELL_CARCINOMA"	14267	72	67	10646	56	"AKT1,AKT2,ARAF,ARNT,ARNT2,BRAF,CREBBP,CRK,CRKL,CUL2,EGLN1,EGLN2,ELOB,ELOC,EP300,ETS1,FH,FLCN,GAB1,HGF,HIF1A,HRAS,KRAS,MAP2K1,MAPK1,MAPK3,MET,NRAS,PAK1,PAK2,PAK4,PAK5,PDGFB,PGF,PIK3CA,PIK3CB,PIK3CD,PIK3R1,PIK3R2,PIK3R5,PTPN11,RAC1,RAF1,RAP1A,RAP1B,RAPGEF1,RBX1,SLC2A1,SOS1,SOS2,TGFB1,TGFB3,VEGFA,VEGFC,VEGFD,VHL"	56	10590	11	3610	"0.98386-Inf"	1.73528309941483	0.0560269717120952	0.171025932192246
"164"	"gene_taxa_component_1.txt"	"C2_CP"	"PID_ATM_PATHWAY"	14267	44	32	10578	28	"ABL1,ATM,BID,BRCA1,CDC25A,CDC25C,CHEK2,COP1,CTBP1,DCLRE1C,FANCD2,H2AX,KAT5,MDC1,MDM2,MRE11,RAD9A,RBBP8,RNF8,SMC1A,SMC3,TERF2,TOP3A,TRIM28,UBE2N,UIMC1,XRCC4,YWHAB"	28	10550	4	3685	"0.97496-Inf"	2.44506459204187	0.0564671286370285	0.171025932192246
"187"	"gene_taxa_component_1.txt"	"C2_CP"	"PID_ECADHERIN_NASCENT_AJ_PATHWAY"	14267	48	37	10578	32	"ABI1,AFDN,AP1M1,ARF6,CDC42,CRK,CSNK2A1,CSNK2A2,CSNK2B,CTNNA1,CTNNB1,CTNND1,CTTN,ENAH,IQGAP1,ITGAE,JUP,KLHL20,NCKAP1,NME1,PIK3CA,PIK3R1,PIP5K1C,RAC1,RAP1B,RAPGEF1,RHOA,SRC,TIAM1,TJP1,VAV2,WASF2"	32	10546	5	3684	"0.97617-Inf"	2.235698988094	0.0566455316815082	0.171025932192246
"3"	"gene_taxa_component_1.txt"	"C2_CP"	"KEGG_ADHERENS_JUNCTION"	14267	82	70	10578	58	"ACP1,ACTB,ACTG1,ACTN1,ACTN4,AFDN,CDC42,CSNK2A1,CSNK2A2,CSNK2B,CTNNA1,CTNNB1,CTNND1,EP300,ERBB2,FARP2,FER,FYN,INSR,IQGAP1,LEF1,LMO7,MAP3K7,MAPK1,MAPK3,NECTIN1,NECTIN2,NLK,PARD3,PTPN1,PTPN6,PTPRB,PTPRF,PTPRJ,PTPRM,RAC1,RAC2,RAC3,RHOA,SMAD2,SMAD3,SMAD4,SNAI1,SNAI2,SORBS1,SRC,SSX2IP,TCF7,TCF7L1,TCF7L2,TGFBR1,TJP1,VCL,WAS,WASF1,WASF2,WASF3,YES1"	58	10520	12	3677	"0.97875-Inf"	1.68922874387187	0.0583404720024108	0.172819888761858
